language,Part of speech,word,translation,word_type,gender,article,display_word,example_sentence_original,example_sentence_translation,exam_board_code,theme_name,theme_name.1,tier,is_required
fr,n (f),la clé,key,,,la,la clé,,,AQA,Communication and the world around us,Environment and where people live,both,True
fr,n (f),la construction,"construction, building",,,la,la construction,,,AQA,Communication and the world around us,Environment and where people live,both,True
fr,n (f),la côte,coast,,,la,la côte,,,AQA,Communication and the world around us,Environment and where people live,both,True
fr,n (f),la course,"race, shopping",,,la,la course,,,AQA,Communication and the world around us,Environment and where people live,both,True
fr,n (f),la crise,crisis,,,la,la crise,,,AQA,Communication and the world around us,Environment and where people live,both,True
fr,n (f),la cuisine,"cooking, kitchen",,,la,la cuisine,,,AQA,Communication and the world around us,Environment and where people live,both,True
fr,n (f),la différence,difference,,,la,la différence,,,AQA,Communication and the world around us,Environment and where people live,both,True
fr,n (f),la droite,right,,,la,la droite,,,AQA,Communication and the world around us,Environment and where people live,both,True
fr,n (f),la eau,water,,,la,la eau,,,AQA,Communication and the world around us,Environment and where people live,both,True
fr,n (f),la égalité,equality,,,la,la égalité,,,AQA,Communication and the world around us,Environment and where people live,both,True
fr,n (f),la église,church,,,la,la église,,,AQA,Communication and the world around us,Environment and where people live,both,True
fr,n (f),la énergie,energy,,,la,la énergie,,,AQA,Communication and the world around us,Environment and where people live,both,True
fr,n (f),la faim,hunger,,,la,la faim,,,AQA,Communication and the world around us,Environment and where people live,both,True
fr,n (f),la fenêtre,window,,,la,la fenêtre,,,AQA,Communication and the world around us,Environment and where people live,both,True
fr,n (f),la ferme,"farm, firm",,,la,la ferme,,,AQA,Communication and the world around us,Environment and where people live,both,True
fr,n (f),la fleur,flower,,,la,la fleur,,,AQA,Communication and the world around us,Environment and where people live,both,True
fr,n (f),la forêt,forest,,,la,la forêt,,,AQA,Communication and the world around us,Environment and where people live,both,True
fr,n (f),la France,France,,,la,la France,,,AQA,Communication and the world around us,Environment and where people live,both,True
fr,n (f),la gare,"station, railway station",,,la,la gare,,,AQA,Communication and the world around us,Environment and where people live,both,True
fr,n (f),la géographie,geography,,,la,la géographie,,,AQA,Communication and the world around us,Environment and where people live,both,True
fr,n (f),la histoire,"history, story",,,la,la histoire,,,AQA,Communication and the world around us,Environment and where people live,both,True
fr,n (f),la île,island,,,la,la île,,,AQA,Communication and the world around us,Environment and where people live,both,True
fr,n (f),la information,information,,,la,la information,,,AQA,Communication and the world around us,Environment and where people live,both,True
fr,n (f),la inquiétude,"worry, anxiety",,,la,la inquiétude,,,AQA,Communication and the world around us,Environment and where people live,both,True
fr,n (f),La Réunion,Reunion Island,,,la,La Réunion,,,AQA,Communication and the world around us,Environment and where people live,both,True
fr,n (f),la liberté,"liberty, freedom",,,la,la liberté,,,AQA,Communication and the world around us,Environment and where people live,both,True
fr,n (f),la lumière,light,,,la,la lumière,,,AQA,Communication and the world around us,Environment and where people live,both,True
fr,n (f),la maison,"house, home",,,la,la maison,,,AQA,Communication and the world around us,Environment and where people live,both,True
fr,n (f),la Manche,English Channel,,,la,la Manche,,,AQA,Communication and the world around us,Environment and where people live,both,True
fr,n (f),la manifestation,"demonstration, event",,,la,la manifestation,,,AQA,Communication and the world around us,Environment and where people live,both,True
fr,n (f),la Méditerranée,the Mediterranean,,,la,la Méditerranée,,,AQA,Communication and the world around us,Environment and where people live,both,True
fr,n (f),la menace,threat,,,la,la menace,,,AQA,Communication and the world around us,Environment and where people live,both,True
fr,n (f),la mer,sea,,,la,la mer,,,AQA,Communication and the world around us,Environment and where people live,both,True
fr,n (f),la montagne,mountain,,,la,la montagne,,,AQA,Communication and the world around us,Environment and where people live,both,True
fr,n (f),la mort,death,,,la,la mort,,,AQA,Communication and the world around us,Environment and where people live,both,True
fr,n (f),la mosquée,mosque,,,la,la mosquée,,,AQA,Communication and the world around us,Environment and where people live,both,True
fr,n (f),la nature,nature,,,la,la nature,,,AQA,Communication and the world around us,Environment and where people live,both,True
fr,n (f),la neige,snow,,,la,la neige,,,AQA,Communication and the world around us,Environment and where people live,both,True
fr,n (f),la organisation,organisation,,,la,la organisation,,,AQA,Communication and the world around us,Environment and where people live,both,True
fr,n (f),la participation,participation,,,la,la participation,,,AQA,Communication and the world around us,Environment and where people live,both,True
fr,n (f),la pauvreté,poverty,,,la,la pauvreté,,,AQA,Communication and the world around us,Environment and where people live,both,True
fr,n (f),la pièce,"piece, room, play",,,la,la pièce,,,AQA,Communication and the world around us,Environment and where people live,both,True
fr,n (f),la piscine,swimming pool,,,la,la piscine,,,AQA,Communication and the world around us,Environment and where people live,both,True
fr,n (f),la place,"room, space, square, place",,,la,la place,,,AQA,Communication and the world around us,Environment and where people live,both,True
fr,n (f),la plage,beach,,,la,la plage,,,AQA,Communication and the world around us,Environment and where people live,both,True
fr,n (f),la planète,planet,,,la,la planète,,,AQA,Communication and the world around us,Environment and where people live,both,True
fr,n (f),la politique,politics,,,la,la politique,,,AQA,Communication and the world around us,Environment and where people live,both,True
fr,n (f),la pollution,pollution,,,la,la pollution,,,AQA,Communication and the world around us,Environment and where people live,both,True
fr,n (f),la population,population,,,la,la population,,,AQA,Communication and the world around us,Environment and where people live,both,True
fr,n (f),la porte,door,,,la,la porte,,,AQA,Communication and the world around us,Environment and where people live,both,True
fr,n (f),la poste,post office,,,la,la poste,,,AQA,Communication and the world around us,Environment and where people live,both,True
fr,n (f),la poubelle,rubbish bin,,,la,la poubelle,,,AQA,Communication and the world around us,Environment and where people live,both,True
fr,n (f),la réduction,reduction,,,la,la réduction,,,AQA,Communication and the world around us,Environment and where people live,both,True
fr,n (f),la région,"region, area",,,la,la région,,,AQA,Communication and the world around us,Environment and where people live,both,True
fr,n (f),la ressource,resource,,,la,la ressource,,,AQA,Communication and the world around us,Environment and where people live,both,True
fr,n (f),la révolution,revolution,,,la,la révolution,,,AQA,Communication and the world around us,Environment and where people live,both,True
fr,n (f),la route,road,,,la,la route,,,AQA,Communication and the world around us,Environment and where people live,both,True
fr,n (f),la rue,street,,,la,la rue,,,AQA,Communication and the world around us,Environment and where people live,both,True
fr,n (f),la saison,season,,,la,la saison,,,AQA,Communication and the world around us,Environment and where people live,both,True
fr,n (f),la salle,room,,,la,la salle,,,AQA,Communication and the world around us,Environment and where people live,both,True
fr,n (f),la science,science,,,la,la science,,,AQA,Communication and the world around us,Environment and where people live,both,True
fr,n (f),la société,society,,,la,la société,,,AQA,Communication and the world around us,Environment and where people live,both,True
fr,n (f),la solution,solution,,,la,la solution,,,AQA,Communication and the world around us,Environment and where people live,both,True
fr,n (f),la sortie,exit,,,la,la sortie,,,AQA,Communication and the world around us,Environment and where people live,both,True
fr,n (f),la station,station,,,la,la station,,,AQA,Communication and the world around us,Environment and where people live,both,True
fr,n (f),la Suisse,Switzerland,,,la,la Suisse,,,AQA,Communication and the world around us,Environment and where people live,both,True
fr,n (f),la synagogue,synagogue,,,la,la synagogue,,,AQA,Communication and the world around us,Environment and where people live,both,True
fr,n (f),la table,table,,,la,la table,,,AQA,Communication and the world around us,Environment and where people live,both,True
fr,n (f),la terre,"earth, world, soil, land",,,la,la terre,,,AQA,Communication and the world around us,Environment and where people live,both,True
fr,n (f),la toilette,"washing, toilet, lavatory, bathroom, restroom",,,la,la toilette,,,AQA,Communication and the world around us,Environment and where people live,both,True
fr,n (f),la usine,factory,,,la,la usine,,,AQA,Communication and the world around us,Environment and where people live,both,True
fr,n (f),la vente,sale,,,la,la vente,,,AQA,Communication and the world around us,Environment and where people live,both,True
fr,n (f),la ville,town,,,la,la ville,,,AQA,Communication and the world around us,Environment and where people live,both,True
fr,n (f),la violence,violence,,,la,la violence,,,AQA,Communication and the world around us,Environment and where people live,both,True
fr,n (f),la visite,"visit, tour",,,la,la visite,,,AQA,Communication and the world around us,Environment and where people live,both,True
fr,n (f),la voiture,car,,,la,la voiture,,,AQA,Communication and the world around us,Environment and where people live,both,True
fr,n (fpl),Alpes,Alps,,,,Alpes,,,AQA,Communication and the world around us,Environment and where people live,both,True
fr,n (fpl),courses,food shopping,,,,courses,,,AQA,Communication and the world around us,Environment and where people live,both,True
fr,n (fpl),Pyrénées,the Pyrenees,,,,Pyrénées,,,AQA,Communication and the world around us,Environment and where people live,both,True
fr,n (m),le abri,shelter,,,le,le abri,,,AQA,Communication and the world around us,Environment and where people live,both,True
fr,n (m),le adolescent,"teenager, adolescent",,,le,le adolescent,,,AQA,Communication and the world around us,Environment and where people live,both,True
fr,n (m),le animal,"animal, pet",,,le,le animal,,,AQA,Communication and the world around us,Environment and where people live,both,True
fr,n (m),le appartement,"apartment, flat",,,le,le appartement,,,AQA,Communication and the world around us,Environment and where people live,both,True
fr,n (m),le arbre,tree,,,le,le arbre,,,AQA,Communication and the world around us,Environment and where people live,both,True
fr,n (m),le arrêt,stop,,,le,le arrêt,,,AQA,Communication and the world around us,Environment and where people live,both,True
fr,n (m),le autobus,bus,,,le,le autobus,,,AQA,Communication and the world around us,Environment and where people live,both,True
fr,n (m),le automne,autumn,,,le,le automne,,,AQA,Communication and the world around us,Environment and where people live,both,True
fr,n (m),le avantage,advantage,,,le,le avantage,,,AQA,Communication and the world around us,Environment and where people live,both,True
fr,n (m),le avion,aeroplane,,,le,le avion,,,AQA,Communication and the world around us,Environment and where people live,both,True
fr,n (m),le bain,"bath, bathing",,,le,le bain,,,AQA,Communication and the world around us,Environment and where people live,both,True
fr,n (m),le bâtiment,building,,,le,le bâtiment,,,AQA,Communication and the world around us,Environment and where people live,both,True
fr,n (m),le besoin,need,,,le,le besoin,,,AQA,Communication and the world around us,Environment and where people live,both,True
fr,n (m),le bois,wood,,,le,le bois,,,AQA,Communication and the world around us,Environment and where people live,both,True
fr,n (m),le bord,"edge, side",,,le,le bord,,,AQA,Communication and the world around us,Environment and where people live,both,True
fr,n (m),le brouillard,"fog, mist, haze",,,le,le brouillard,,,AQA,Communication and the world around us,Environment and where people live,both,True
fr,n (m),le bruit,noise,,,le,le bruit,,,AQA,Communication and the world around us,Environment and where people live,both,True
fr,n (m),le bureau,"desk, office",,,le,le bureau,,,AQA,Communication and the world around us,Environment and where people live,both,True
fr,n (m),le café,"café, coffee",,,le,le café,,,AQA,Communication and the world around us,Environment and where people live,both,True
fr,n (m),le Canada,Canada,,,le,le Canada,,,AQA,Communication and the world around us,Environment and where people live,both,True
fr,n (m),le candidat,candidate,,,le,le candidat,,,AQA,Communication and the world around us,Environment and where people live,both,True
fr,n (m),le centre,centre,,,le,le centre,,,AQA,Communication and the world around us,Environment and where people live,both,True
fr,n (m),le château,"castle, palace",,,le,le château,,,AQA,Communication and the world around us,Environment and where people live,both,True
